Token;POS;n
Danziger;NN;1
Daphnis;NE;1
dar;PTKVZ;1
Där;FM;1
Daran;PROAV;1
Daraufhin;PROAV;1
darbringen;VVINF;1
Darf;VMFIN;1
dargebotene;ADJA;1
dargebotenen;ADJA;1
Därmen;NN;1
darstellen;VVINF;1
Darstellung;NN;1
Darüber;PROAV;1
dasaß;ADJD;1
dasaß;VVFIN;1
dasitzt;VVFIN;1
dasse;VVFIN;1
dasselbe;PIAT;1
dasselbe;PIS;1
dasser;ADJD;1
dasser;VVFIN;1
dasses;ADV;1
dasses;VVFIN;1
dat;ADJD;1
dat;FM;1
dat;PWAV;1
Dat;NE;1
datieren;VVINF;1
Datieren;NN;1
datierte;VVFIN;1
Datum;NN;1
dauerhaften;ADJA;1
dauern;VVINF;1
dauert;VVFIN;1
dauerten;VVFIN;1
Däumeling;NE;1
Däumelings;NE;1
Daumenbewegung;NN;1
Daumendrehen;NN;1
Daumensprung;NN;1
Daumensprünge;NN;1
Daumensprüngen;NN;1
Daunen;NN;1
davonbrauste;VVFIN;1
davonfahrenden;ADJA;1
davongeblasen;VVPP;1
davongemacht;VVPP;1
davonjagst;PROAV;1
davonmachte;VVFIN;1
Davonspringen;NN;1
Davonstiefeln;NN;1
davonwehen;VVINF;1
davonwollte;VVFIN;1
davonzumachen;VVIZU;1
davonzuspülen;VVIZU;1
davorzupflanzen;VVIZU;1
dazu;PTKVZ;1
dazubekommen;VVPP;1
dazufließen;VVINF;1
dazugehören;VVINF;1
dazugehörenden;ADJA;1
dazugehörender;ADJA;1
dazugekommenen;ADJA;1
dazugemengt;VVPP;1
dazukommende;ADJA;1
dazustehn;VVFIN;1
dazwischen;PTKVZ;1
Debora;NN;1
dech;NE;1
Deckblattes;NN;1
deckst;VVFIN;1
deckt;VVFIN;1
Deckungsgleichheit;NN;1
definieren;VVINF;1
degeneriert;ADJD;1
degeneriert;VVFIN;1
degradiert;VVPP;1
dehnbaren;ADJA;1
dehnend;ADJD;1
dehnender;ADJA;1
Dei;NN;1
Deibel;NN;1
Deichen;NN;1
Deichsel;NN;1
dein;PIAT;1
Deine;PPOSAT;1
Deinem;PPOSAT;1
Deinen;PPOSAT;1
Deinsandstein;NN;1
deitsch;ADJD;1
deklamierte;VVFIN;1
Dekor;NN;1
Dekorateurs;NN;1
Dekorationskünste;NN;1
dekorativ;ADJD;1
dekorative;ADJA;1
dekorativen;ADJA;1
dekorierter;ADJA;1
Delegierten;NN;1
delicti;VVFIN;1
delikat;ADJD;1
Delikatessen;NN;1
Delikateßhandlungen;NN;1
Dementsprechend;ADJD;1
Demjansk;NE;1
Demnach;PROAV;1
demnächst;ADV;1
Demokratie;NN;1
demonstrativ;ADJD;1
demonstrieren;VVFIN;1
demonstriert;VVPP;1
demselben;PDS;1
Denen;PDS;1
Denen;PRELS;1
denjenigen;PDS;1
denk;ADV;1
Denken;NN;1
denkenden;ADJA;1
Denkfehler;NN;1
Denkmälern;NN;1
Denkmalschutz;NN;1
denkst;VVFIN;1
deponiert;VVPP;1
Depots;NN;1
derartige;ADJA;1
derben;ADJA;1
dergestalt;ADV;1
Dergestalt;NN;1
dergleichen;ADV;1
derlei;ADV;1
derselbe;PDAT;1
derselbe;PRELS;1
desgleichen;ADJA;1
desgleichen;ADV;1
desgleichen;VVFIN;1
desinfizierenden;ADJA;1
desinfiziert;VVPP;1
desinfizierte;ADJA;1
desinfizierte;VVFIN;1
desselben;PDS;1
detailliert;ADJD;1
detaillierte;ADJA;1
Detonation;NN;1
detonierten;ADJA;1
deute;VVFIN;1
deutliche;ADJA;1
deutsch;ADJD;1
Deutsch;NN;1
Deutsch-Eylau;NE;1
Deutsch-Französischen;ADJA;1
deutsch-ordinäre;ADJA;1
deutsch-polnischen;ADJA;1
deutscher;ADJA;1
deutsches;ADJA;1
Deutschland;NE;1
Deutschtums;NN;1
Devisen;NN;1
Dezimalwaage;NN;1
dezimierten;VVFIN;1
Diabasplatte;NN;1
Diabaswölkchen;NN;1
Diagonal;ADJD;1
Dialog;NN;1
Diamant;NN;1
diamantene;ADJA;1
Diarium;NN;1
Diäten;NN;1
Dich;PPER;1
dichtem;ADJA;1
dichten;VVINF;1
dichter;ADJA;1
dichter;ADJD;1
dickem;ADJA;1
dickere;ADJA;1
Dickflüssig;ADJD;1
dickflüssige;ADJA;1
dickgemacht;NE;1
dickglasige;ADJA;1
dickleibige;ADJA;1
dicklich;ADJD;1
Dickwerden;NN;1
Die;PRELS;1
Dieben;NN;1
Diebesnatur;NN;1
Diebespaar;NN;1
Diebin;NN;1
Diego;NE;1
diejenigen;PDS;1
diene;VVFIN;1
Dienstagturnen;NN;1
Diensten;NN;1
Dienstgrade;NN;1
Diensträume;NN;1
Dienstreise;NN;1
Dienstreisen;NN;1
Dienstreisende;NN;1
Dienstreisepapieren;NN;1
Dienstschluß;NN;1
Dienststelle;NN;1
Dienststellen;NN;1
dienstuntauglich;ADJD;1
Dienstwagen;NN;1
Dienstzeit;NN;1
diesbezüglichen;ADJA;1
Diese;PDS;1
Diesem;PDAT;1
Dieser;PDS;1
dieses;PDS;1
Dieses;PDS;1
Diesmal;ADV;1
Dietrich;NE;1
Differenzen;NN;1
differenzierter;ADJD;1
dignum;FM;1
diktieren;VVINF;1
dilettantische;ADJA;1
dilettantischen;ADJA;1
Dio;NE;1
Diplomaten;NN;1
dir;PRF;1
Dir;PPER;1
direktem;ADJA;1
direktes;ADJA;1
Direktes;NN;1
Direktoren;NN;1
Direktorenkopf;NN;1
Direktors;NN;1
Dirigentenpult;NN;1
Dirne;NN;1
Diskussionen;NN;1
diskutieren;VVINF;1
disqualifizierte;VVFIN;1
distanzieren;VVINF;1
Disteln;NN;1
Disziplin;NN;1
disziplinierten;ADJA;1
diversen;ADJA;1
Division;NN;1
Dixielandmusik;NN;1
Dnjepr;NN;1
Do;FM;1
Doggerbank;NN;1
Doktor;NE;1
Dokumente;NN;1
Dolch;NN;1
doll;ADJD;1
dolle;ADJA;1
dolles;ADJA;1
Dolomiteinfassungen;NN;1
Dom;NN;1
dominieren;VVINF;1
Dominum;NE;1
Dompteur;NN;1
Don’t;NE;1
Donez;NE;1
Donez;NN;1
donnernd;ADJD;1
Donnerstagnachmittag;NN;1
donnerten;VVFIN;1
Donnerwetters;NN;1
Doppelakt;NE;1
Doppelakt;NN;1
doppelbrüstig;ADJD;1
Doppelfasen;NN;1
Doppelfenstern;NN;1
Doppelgrab;NN;1
Doppelgriff;NN;1
Doppelkinn;NN;1
Doppelkornflasche;NN;1
Doppelschlinge;NN;1
Doppelschrei;NN;1
doppelsinniger;ADJA;1
doppelte;ADJA;1
Doppeltürmen;NN;1
Dorfausgang;NN;1
Dorfes;NN;1
Dorffriedhof;NN;1
Dorfkirche;NN;1
dörfliche;ADJA;1
Doris;NE;1
dornengekröntes;ADJA;1
Dornenkrone;NN;1
Dornenkronenchrist;NN;1
dörrenden;ADJA;1
Dorthin;ADV;1
dortigen;ADJA;1
Dortmunder;ADJA;1
Dösch;NN;1
Döschen;NN;1
Döschs;ADJA;1
Dose;NN;1
Döte;NE;1
Dotter;NN;1
dottergelben;ADJA;1
dottergelber;ADJA;1
Dragoner;NN;1
Drahtes;NN;1
Drahtfingern;NN;1
drahtige;ADJA;1
drahtigen;ADJA;1
Drahtmaschen;NN;1
Drahtnetz;NN;1
Drahtseilbahnen;NN;1
Drahtverhauen;NN;1
Drama;NN;1
dramatische;ADJA;1
Dran;TRUNC;1
Drang;VVFIN;1
drangebundenen;ADJA;1
drängen;VVINF;1
drängenden;ADJA;1
drängt;VVFIN;1
draufgegangen;ADJA;1
draufgelegt;VVPP;1
draufgenagelt;VVFIN;1
draufgenagelt;VVPP;1
draufgenähtem;ADJA;1
draufgepinselt;VVPP;1
draufgesetzt;ADJD;1
draufgesetzten;ADJA;1
draufgestelltem;ADJA;1
draufgestickte;ADJA;1
draufgezimmert;VVPP;1
draufging;VVFIN;1
draufjetäppert;VVPP;1
drauflegen;VVINF;1
Draufschlagen;NN;1
draufschlug;VVFIN;1
drauftäppern;VVINF;1
drauftreten;VVINF;1
drauftut;VVFIN;1
draufzusetzen;NN;1
draus;ADV;1
dreckige;ADJA;1
dreckiges;ADJA;1
Drecksau;NN;1
drehbaren;ADJA;1
Drehbleistift;NN;1
Drehen;NN;1
Drehschemelchen;NN;1
dreht;VVFIN;1
Drehung;NN;1
dreiäugig;ADJD;1
dreibeinige;ADJA;1
Dreibundes;NN;1
Dreieckgesicht;NN;1
dreieckig;ADJA;1
dreieckiger;ADJA;1
Dreiecksthematik;NN;1
Dreieckverhältnis;NN;1
dreieinige;ADJA;1
Dreiergruppe;NN;1
Dreierkolonne;NN;1
Dreierkolonnen;NN;1
dreifach;ADJD;1
dreifaches;ADJA;1
dreifingerbreit;ADJA;1
dreifingerbreit;ADJD;1
dreiflammigen;ADJA;1
Dreigespann;NN;1
Dreigestirn;NN;1
dreijährigem;ADJA;1
dreijähriger;ADJA;1
dreijähriger;VVPP;1
dreijähriges;ADJA;1
Dreimalkluge;NN;1
Dreimännerskat;NN;1
Dreimeilenzone;NN;1
Dreimetersprungbrett;NN;1
dreimotorige;ADJA;1
drein;ADJD;1
Drein;NN;1
dreingesehn;VVPP;1
dreinschauenden;ADJA;1
dreinzublicken;ADJA;1
dreinzublicken;VVFIN;1
Dreiradauto;NN;1
Dreiradwagens;NN;1
dreißigjährige;ADJA;1
dreißigjährigen;ADJA;1
Dreißigjähriger;NN;1
dreißigste;ADJA;1
dreißigster;ADJA;1
dreißigtausend;ADJD;1
dreistellige;ADJA;1
dreistelligen;ADJA;1
dreistelliges;ADJA;1
dreistöckiger;ADJA;1
dreitausend;ADJD;1
dreiteilige;ADJA;1
dreiunddreißig;ADJD;1
Dreiundfünfzigstes;NN;1
dreiundsechzig;CARD;1
dreiundvierzig;ADV;1
dreiundzwanzig;VVFIN;1
dreiundzwanzigjährigen;ADJA;1
dreiviertel;CARD;1
Dreiviertelstündchen;NN;1
Dreivierteltakt;NN;1
dreizehnjähriger;ADJA;1
dreizehnten;ADV;1
dreizehntes;ADJA;1
Dreizimmerwohnung;NN;1
dreschen;VVFIN;1
dreschen;VVINF;1
dreschenden;ADJA;1
dressiert;VVPP;1
dribbelnden;ADJA;1
dricken;VVINF;1
drieben;ADJA;1
drieben;ADV;1
drieben;VVFIN;1
dringlichen;ADJA;1
Drinnen;ADV;1
drinnenblieb;VVFIN;1
drinnenließ;VVFIN;1
drittem;ADJA;1
Dritten;NN;1
drittenmal;ADV;1
Drittens;ADV;1
Dritter;ADJA;1
DRITTES;ADJA;1
drittrangigen;ADJA;1
droben;ADV;1
drohend;ADJD;1
drohenden;ADJA;1
dröhnte;VVFIN;1
Drolligkeit;NN;1
dröselnd;VVFIN;1
drübergelegten;ADJA;1
Drück;NN;1
Druckbuchstaben;NN;1
drücke;VVFIN;1
drückende;ADJA;1
drückendsten;ADJD;1
drückendster;ADJA;1
Druckerei;NN;1
Druckmuster;NN;1
Druckpunkt;NN;1
Drummer;NN;1
drunter;PROAV;1
drunter;VVINF;1
druppjestellt;VVINF;1
Drüsen;NN;1
Dschungel;NE;1
Dschungelgefahren;NN;1
du;NE;1
Dübeln;NN;1
Dudelsack-Elisabeth;NN;1
Dudelsackblasen;NN;1
Dudelsackmusik;NN;1
Duette;NN;1
Duetten;NN;1
Duft;NN;1
Düfte;NN;1
duftende;ADJA;1
Duftes;NN;1
duftete;VVFIN;1
Dujardin;NE;1
Dükkerhoff;NE;1
dulden;VVINF;1
duldend;ADJD;1
duldet;VVFIN;1
Dumme;ADJA;1
dummer;ADJA;1
dümmeren;ADJA;1
Dummerjan;NN;1
dümmlich;ADJD;1
dümmliche;ADJA;1
dümmsten;ADJA;1
dumpf;ADJD;1
dumpfen;ADJA;1
dunkelblauem;ADJA;1
dunkelbraun;ADJD;1
dunkelbraune;ADJA;1
dunkelbraunes;ADJA;1
Dunkelgrau;NN;1
dunkelgrünen;ADJA;1
dunkelnden;ADJA;1
dunkelsten;ADJA;1
Dünkirchen;NE;1
dunkleren;ADJA;1
dünnem;ADJA;1
Dünnen;NN;1
dünner;ADJD;1
Dünnes;NN;1
dünngetrommelte;ADJA;1
Dünsten;NN;1
dunstigen;ADJA;1
Dunstkreis;NN;1
Duo;NN;1
durch;ADV;1
durchblutete;ADJA;1
durchbluteten;ADJA;1
durchbluteter;ADJA;1
durchbrechen;VVINF;1
durchbrochenen;ADJA;1
durchbrochenes;ADJA;1
Durchbruch;NN;1
durchdringliche;ADJA;1
durcheinandergeraten;VVINF;1
durcheinanderlag;VVIZU;1
Durchfall;NN;1
durchfettete;ADJA;1
durchgegeben;VVPP;1
durchgelaufen;VVPP;1
durchgelegenen;ADJA;1
durchhielt;VVFIN;1
durchirren;VVINF;1
durchleuchten;VVINF;1
durchmaß;VVFIN;1
Durchmesser;NN;1
durchmodellierten;ADJA;1
durchnäßtes;ADJA;1
durchpflügt;VVFIN;1
Durchs;APPRART;1
Durchschauen;NN;1
durchschaut;VVFIN;1
durchschaut;VVPP;1
durchschauten;VVFIN;1
durchschimmerte;VVFIN;1
durchschleusen;VVINF;1
durchschnitt;VVFIN;1
durchschwamm;VVFIN;1
Durchsichtigkeit;NN;1
durchstochen;VVPP;1
durchsuchte;VVFIN;1
durchtauchte;VVFIN;1
durchtränkt;VVPP;1
durchwachsener;ADJA;1
durchwandernde;ADJA;1
durchwehten;ADJA;1
durchziehenden;ADJA;1
Durchzug;NN;1
durchzukommen;VVIZU;1
durchzureißen;VVIZU;1
durchzuschlagen;VVIZU;1
durchzusehen;VVIZU;1
durchzusetzen;VVIZU;1
dürfe;VMFIN;1
Dürfen;VMFIN;1
dürft;VMFIN;1
Dürfte;VMFIN;1
dürftige;ADJA;1
dürftigen;ADJA;1
dürftiges;ADJA;1
dürftigster;ADJA;1
dürre;ADJA;1
dürrer;ADJA;1
Durst;NE;1
Duschen;NN;1
Duschräume;NN;1
Düsseldorfer;ADJA;1
Düsseldorfs;NE;1
duster;ADJA;1
duster;ADJD;1
düstere;ADJA;1
Düsteren;NN;1
Dutzende;NN;1
Dutzenden;NN;1
dutzendweis;ADJD;1
Duzbruderschaft;NN;1
duzt;VVFIN;1
duzten;VVFIN;1
dynamischen;ADJA;1
dynamischer;ADJA;1
E;XY;1
easy;FM;1
Eau;NE;1
ebbte;VVFIN;1
Ebenbild;NN;1
ebener;ADJA;1
Ebenholzrahmen;NN;1
Ebenmaß;NN;1
Eberhard;NE;1
ech;VVFIN;1
Ech;NE;1
Echo;NN;1
Echte;ADJA;1
echter;ADJD;1
Echtheit;NN;1
echtlederne;ADJA;1
echtledernen;ADJA;1
echtseidenen;ADJA;1
Eck;NN;1
Eckbalken;NN;1
Ecke;NE;1
eckig;ADJA;1
eckig;ADJD;1
Ecklöcher;NN;1
edel;ADJD;1
Edelstein;NN;1
Edelweißpiraten;NN;1
Eden-Hochhauses;NN;1
edlen;ADJA;1
edler;ADJA;1
Edleres;NE;1
Effekt;NN;1
effektvoll;ADJD;1
effektvollen;ADJA;1
egal;ADV;1
Egon;NE;1
eh;ADV;1
Ehe;KOUS;1
Ehebruch;NN;1
eheliche;VVFIN;1
ehelichen;ADJA;1
Ehepaar;NN;1
Ehepaares;NN;1
Ehepartner;NN;1
Eheringe;NN;1
ehn;NE;1
Ehre;NN;1
Ehrenmännern;NN;1
Ehrenrunde;NN;1
ehrenvoll;ADJD;1
Ehrenzeichen;NN;1
Ehrungen;NN;1
Eichamtes;NN;1
Eiche;NN;1
Eichengestühl;NN;1
Eichenholz;NN;1
Eichenholzfläche;NN;1
Eichenholzplatte;NN;1
Eichenlaub;NE;1
Eichentäfelung;NN;1
Eichentäfelungen;NN;1
Eid;NN;1
Eierbecher;NN;1
Eierlegen;NN;1
Eierstäbe;NN;1
Eierstäben;NN;1
Eies;NN;1
Eiferers;NN;1
eifern;VVFIN;1
eifersüchtig;ADJD;1
Eifersüchtigen;NN;1
Eiffelturmvorlage;NN;1
eiförmig;ADJD;1
eifriger;ADJD;1
eigen;VVINF;1
eigenbrötlerischen;ADJA;1
eigenem;ADJA;1
Eigenschaftswort;NN;1
eigensten;ADJA;1
eigentlicher;ADJA;1
eigentliches;ADJA;1
Eigentum;NN;1
eigenwilligen;ADJA;1
eijentlich;ADV;1
Eile;NN;1
eilend;ADJD;1
eilende;ADJA;1
eiliger;ADJA;1
eiliger;ADJD;1
eiliges;ADJA;1
eiligst;ADV;1
ein;CARD;1
Ein-;TRUNC;1
Einakter;NN;1
einander;ADV;1
Einarmige;NN;1
einbeziehenden;ADJA;1
einbezog;VVFIN;1
einbezogen;VVPP;1
einbiegen;VVINF;1
einbiegend;ADJD;1
Einbildung;NN;1
einbog;VVFIN;1
eincremte;VVFIN;1
eindeutigen;ADJA;1
eindeutigste;ADJA;1
eindringen;VVINF;1
eindringliche;ADJA;1
eindringlichen;ADJA;1
eindringlicher;ADJA;1
eindringlicher;ADJD;1
Eindringlichkeit;NN;1
eindrückliche;ADJA;1
Eineiig;NN;1
Eineiigen;NN;1
Eineinhalb;CARD;1
einerlei;PIS;1
einerlei;VVINF;1
Einerlei;NN;1
einfaches;ADJA;1
Einfachheit;NN;1
einfachsten;ADJA;1
Einfälle;NN;1
einfallen;VVINF;1
einfallslos;ADJD;1
einfallslosen;ADJA;1
einfallsreichen;ADJA;1
einfältigen;ADJA;1
einfangen;VVINF;1
einfangend;ADJD;1
einfarbigsten;ADJA;1
Einfassungen;NN;1
einfielen;VVFIN;1
einfing;VVFIN;1
einflochten;VVFIN;1
einflößende;ADJA;1
einfühlsam;ADJD;1
Eingabe;NN;1
Einganges;NN;1
Eingangshalle;NN;1
eingeben;VVINF;1
eingebeulter;ADJA;1
eingebracht;VVPP;1
eingebrockt;VVPP;1
Eingebungen;NN;1
eingebürgerte;ADJA;1
eingebüßt;VVPP;1
eingedämmt;VVPP;1
eingedeckt;VVPP;1
eingedenk;VVPP;1
eingedeutscht;VVPP;1
eingedickte;ADJA;1
eingefangen;VVPP;1
eingefrorenen;ADJA;1
eingeführt;VVPP;1
eingegeben;VVPP;1
eingeheizt;VVPP;1
eingehen;VVINF;1
Eingehen;NN;1
eingehende;ADJA;1
eingehenden;ADJA;1
eingeholt;VVPP;1
eingehst;VVFIN;1
eingekerkert;VVPP;1
eingeklemmt;VVPP;1
eingelassen;VVPP;1
eingelassenen;ADJA;1
eingelaufenen;ADJA;1
eingelegene;ADJA;1
eingelegenes;ADJA;1
eingelegten;ADJA;1
eingelegter;ADJA;1
eingemietet;VVPP;1
eingemotteten;ADJA;1
eingepudert;VVPP;1
eingerichtetes;ADJA;1
eingerieben;VVPP;1
eingeschenkt;VVPP;1
eingeschenkte;ADJA;1
eingeschifft;VVPP;1
eingeschlafen;VVPP;1
eingeschlossenen;ADJA;1
eingeschriebene;ADJA;1
eingeschüchtert;ADJD;1
eingeschult;VVPP;1
eingeseift;VVPP;1
eingesetzt;VVPP;1
eingesetzten;ADJA;1
eingespielt;VVPP;1
Eingestampfte;NN;1
eingestiegen;VVPP;1
eingetauschten;ADJA;1
eingeteilt;VVPP;1
eingetroffen;VVPP;1
eingewebten;ADJA;1
Eingeweide;NN;1
Eingeweiden;NN;1
eingeweiht;VVPP;1
eingewickelt;VVPP;1
eingewiesen;VVPP;1
eingezogen;VVPP;1
eingezogener;ADJA;1
eingibt;VVFIN;1
eingießen;VVINF;1
Einhalt;ADV;1
einhängte;VVFIN;1
Einheiten;NN;1
einheizender;ADJA;1
einheizt;VVFIN;1
einholen;VVINF;1
einholend;ADJD;1
Einhörner;NN;1
Einhörnern;NN;1
Einhornmotiv;NN;1
einigen;VVFIN;1
einigen;VVINF;1
Einiges;PIS;1
einjagt;VVFIN;1
Einkäufer;NN;1
einkauft;VVFIN;1
einkehren;VVINF;1
einkellern;VVINF;1
einladen;VVFIN;1
einladenden;ADJA;1
Einladungen;NN;1
Einlagen;NN;1
einlassen;VVINF;1
einleuchten;VVINF;1
einlieferten;VVFIN;1
einließ;VVFIN;1
Einmachglas;NN;1
einmaligen;ADJA;1
Einmaligkeit;NN;1
einmauerte;VVFIN;1
einmieten;VVINF;1
einmottenden;ADJA;1
einmütige;ADJA;1
einmütigen;ADJA;1
einnehmen;VVINF;1
einpackte;VVFIN;1
einpinseln;VVINF;1
einprägsamen;ADJA;1
einrahmte;VVFIN;1
einrahmten;VVFIN;1
einräumen;VVINF;1
einrede;VVFIN;1
einredend;ADJD;1
einreihig;ADJD;1
einrichten;VVINF;1
einrichtete;VVFIN;1
Einrichtung;NN;1
Einrichtungen;NN;1
einrieb;VVFIN;1
eins;PIS;1
Eins;CARD;1
einsachtundsiebenzig;ADJA;1
einsah;VVFIN;1
Einsam;ADJD;1
einsame;ADJA;1
einsamem;ADJA;1
einsammeln;VVINF;1
einsammelte;VVFIN;1
einsamster;ADJA;1
einschätze;VVFIN;1
einschätzend;ADJD;1
einschieben;VVINF;1
Einschiffung;NN;1
Einschläge;NN;1
einschlagende;ADJA;1
einschlagenden;ADJA;1
einschließen;VVINF;1
einschließende;ADJA;1
einschließlich;APPR;1
Einschluckgläschen;NN;1
einschlug;VVFIN;1
einschlugen;VVFIN;1
Einschlüsse;NN;1
einschnappen;VVINF;1
einschneidenden;ADJA;1
Einschulung;NN;1
Einschulungsversuch;NN;1
Einschußlöcher;NN;1
einschwenkend;ADJD;1
einschwenkende;ADJA;1
einschwenkenden;ADJA;1
einschwenkten;VVFIN;1
Einsegnung;NN;1
einsehbaren;ADJA;1
einseitig;ADJD;1
einseitiger;ADJA;1
einsetzenden;ADJA;1
Einsfuffzich;NN;1
einsfünfzig;ADJD;1
einsfünfzig;CARD;1
einsinken;VVINF;1
einspringen;VVINF;1
einssechzig;ADV;1
Einst;ADV;1
einstampfend;ADJD;1
einstellige;ADJA;1
Einstellung;NN;1
einstiegen;VVFIN;1
einstige;ADJA;1
einstigen;ADJA;1
einstündigen;ADJA;1
einszwanzig;ADJD;1
einszweiundsiebzig;ADJD;1
Eintauchen;NN;1
einteilend;ADJD;1
einteilenden;ADJA;1
einteilten;VVFIN;1
eintönig;ADJD;1
Eintopfgericht;NN;1
Eintopfsonntag;NN;1
Eintracht;NN;1
einträchtig;ADJD;1
eintraf;VVFIN;1
eintreiben;VVINF;1
eintreten;VVINF;1
Eintreten;NN;1
Eintrittes;NN;1
einundfünfzig;CARD;1
einundsechzig;CARD;1
einundzwanzigjährigen;ADJA;1
Einwand;NN;1
Einwände;NN;1
einwärts;ADJD;1
Einwecken;NN;1
Einweisung;NN;1
Einwilligung;NN;1
Einzelgehöften;NN;1
Einzelhaft;NN;1
Einzelhandel;NN;1
einzeln;ADJD;1
einzeln;NE;1
einzelne;ADJA;1
einzelne;PIS;1
einzelnen;ADJA;1
Einzelteile;NN;1
Einzelzimmer;NN;1
einziehen;VVINF;1
Einzig;ADJD;1
Einzig;ADV;1
einzigartig;ADJD;1
einzuführen;VVIZU;1
einzugehen;VVIZU;1
einzuhämmern;VVIZU;1
einzuheizen;VVIZU;1
einzuholen;VVIZU;1
einzulassen;VVIZU;1
einzuleiten;VVIZU;1
einzulenken;VVIZU;1
einzureden;VVIZU;1
einzurücken;VVIZU;1
einzustecken;VVIZU;1
einzustellen;VVIZU;1
einzuteilen;VVIZU;1
einzutragen;VVIZU;1
einzuüben;VVIZU;1
einzuwendigen;VVIZU;1
Eisbär;NN;1
Eisbären;NN;1
Eisbärfelle;NN;1
Eisbärfelles;NN;1
Eisbeil;NN;1
Eisblumenkasten;NN;1
eisen-;TRUNC;1
Eisenbahnbrücke;NN;1
Eisenbahncoupés;NN;1
Eisenbahnen;NN;1
Eisenbahnfahrt;NN;1
Eisenbahnfahrten;NN;1
Eisenbahnhauptwerk;NN;1
Eisenbahnlinie;NN;1
Eisenbahnpersonal;NN;1
Eisenbahnschienen;NN;1
eisenbeschlagenen;ADJA;1
Eisenbuckel;NN;1
Eisenkonstruktion;NN;1
Eisenkreuz;NN;1
Eisenrost;NN;1
Eisenschieber;NN;1
Eisenstäben;NN;1
Eisentür;NN;1
Eisenzaun;NN;1
Eisfläche;NN;1
eisigen;ADJA;1
eiskalt;ADJD;1
Eiskellerbergstraße;NN;1
Eismeer;NN;1
Eisschrank;NN;1
Eiswaffel;NN;1
eitle;ADJA;1
ekelhaften;ADJA;1
ekelhaftes;ADJA;1
Elbestadt;NN;1
Elbsandstein;NN;1
elegant;ADJD;1
elegantem;ADJA;1
eleganter;ADJA;1
Eleganz;NN;1
elektrische;ADJA;1
elektrischen;ADJA;1
elektrisches;ADJA;1
Elektrizität;NN;1
Elektrizitätswerk;NN;1
Elektromotoren;NN;1
Elektromotors;NN;1
Elektrozug;NN;1
Elementen;NN;1
elend;ADJD;1
Elend;NN;1
elenden;ADJA;1
elfenbeinfarbenen;ADJA;1
elfjähriger;ADJA;1
Elle;NE;1
ellenlange;ADJA;1
Elternhaus;NN;1
elternlos;ADJD;1
Elternpaar;NN;1
Elternversammlung;NN;1
Emaille;NN;1
Emailleschild;NN;1
Emailleschüssel;NN;1
emaillierten;ADJA;1
emanzipierte;ADJA;1
Emaus;NE;1
embryonale;ADJA;1
Embryonensammlung;NN;1
Embryos;NN;1
Emdentiefs;NN;1
empfahl;VVFIN;1
empfand;VVFIN;1
empfangen;VVPP;1
empfänglich;ADJD;1
Empfehlung;NN;1
empfindend;ADJD;1
empfindlichen;ADJA;1
Empfindlichkeit;NN;1
empfindsam;ADJD;1
empfinget;VVFIN;1
empfohlen;VVPP;1
Empire;NN;1
empor;PTKVZ;1
empörend;ADJD;1
Emporkömmlings;NN;1
empört;ADJD;1
empörte;VVFIN;1
empörtes;ADJA;1
Emsigkeit;NN;1
en;FM;1
enden;VVFIN;1
enden;VVINF;1
endendes;ADJA;1
Endgültig;ADJD;1
endgültiger;ADJA;1
endgültiger;ADJD;1
endgültigsten;ADJA;1
Endhaltestelle;NN;1
endliche;ADJA;1
endliches;ADJA;1
Endstationen;NN;1
energische;ADJA;1
energisches;ADJA;1
Engagement;NN;1
engagieren;VVINF;1
engagierte;VVFIN;1
enganliegende;ADJA;1
enganliegenden;ADJA;1
enge;ADJA;1
enge;VVFIN;1
Enge;NN;1
Engel;NE;1
Engelchen;NN;1
Engelköpfe;NN;1
Engels;NE;1
Engels;NN;1
Engelsflügel;NN;1
Engelsgesichtchen;NN;1
Engelsköpfchen;NN;1
enger;ADJD;1
enges;ADJA;1
Engländern;NN;1
englandfeindlichen;ADJA;1
Englands;NE;1
Englein;NN;1
Englisch;NN;1
englische;ADJA;1
Englischen;ADJA;1
englischrot;ADJD;1
engmaschig;ADJD;1
engmaschige;ADJA;1
engumschlungen;ADJD;1
Enkelkindes;NN;1
enorme;ADJA;1
enormen;ADJA;1
entbehren;VVINF;1
entbehrlich;ADJD;1
Entbehrungen;NN;1
entblößte;VVFIN;1
Entblößten;NN;1
entbrannte;VVFIN;1
Entdeckung;NN;1
Ententeich;NN;1
Enterbeil;NN;1
Enterhaken;NN;1
entfachen;VVINF;1
entfallen;VVFIN;1
entfallen;VVINF;1
entfalten;VVINF;1
Entfalten;NN;1
entfaltet;VVPP;1
entfernen;VVINF;1
entfernte;VVFIN;1
entfernten;VVFIN;1
entfernter;ADJA;1
Entfernungen;NN;1
entfesselt;VVFIN;1
entfesselte;ADJA;1
entfesseltem;ADJA;1
entfielen;VVFIN;1
entflammen;VVINF;1
entflochten;VVFIN;1
entfuhr;VVFIN;1
entführen;VVINF;1
entführten;ADJA;1
entgegen;APPR;1
entgegenbrachte;VVFIN;1
entgegeneilende;ADJA;1
entgegengesetzten;ADJA;1
entgegengetragen;VVPP;1
entgegenkam;VVFIN;1
entgegenkommenden;ADJA;1
entgegenkommt;VVFIN;1
entgegenlief;VVFIN;1
entgegenmüht;VVPP;1
