Token;POS;n
erbittert;ADJD;1
erbitterten;ADJA;1
erblinden;VVINF;1
Erbrachte;VVFIN;1
Erbseneintopf;NN;1
Erdbeeren;NN;1
Erde;NE;1
erdenklichen;ADJA;1
Erdwänden;NN;1
ereignet;VVPP;1
ereilt;VVFIN;1
erfahren;VVPP;1
erfand;VVFIN;1
erfassen;VVINF;1
erfinden;VVFIN;1
Erfinder;NN;1
erfindet;VVFIN;1
Erfolgsrezept;NN;1
erfreut;VVPP;1
erfüllte;VVFIN;1
Erfüllung;NN;1
erfundene;ADJA;1
Erfundenes;NN;1
ergeben;VVFIN;1
Ergebnistafeln;NN;1
ergoss;VVFIN;1
ergraut;VVFIN;1
erhalten;VVFIN;1
erhellen;VVFIN;1
erhellte;VVFIN;1
erhoben;VVPP;1
erholt;VVPP;1
Erinnern;NN;1
erinnerten;VVFIN;1
erkannt;VVPP;1
erkennen;VVFIN;1
erkennst;VVFIN;1
erklang;VVFIN;1
erklären;VVFIN;1
erklärst;VVFIN;1
erklingen;VVINF;1
erkundigte;VVFIN;1
erlangte;VVFIN;1
erlaube;VVFIN;1
erläutert;VVPP;1
erleben;VVFIN;1
erlebt;VVPP;1
erlebte;VVFIN;1
Erlebte;NN;1
erledigen;VVINF;1
erleg;VVFIN;1
erlegt;VVPP;1
erleichtern;VVINF;1
erleichtert;ADJD;1
erleichtert;VVPP;1
erloschen;VVFIN;1
ermahnten;VVFIN;1
ermüdet;VVFIN;1
ermutigt;VVPP;1
erneutes;ADJA;1
erniedrigen;VVINF;1
ernsthafte;ADJA;1
Ernsthafte;ADJA;1
ernsthaftes;ADJA;1
Ernte;NN;1
erobern;VVINF;1
Erobern;NN;1
eroberte;VVFIN;1
Erodimanik;NN;1
eröffnete;VVFIN;1
erregenden;ADJA;1
erreichbar;ADJD;1
erreichst;VVFIN;1
erröteten;ADJA;1
erschien;VVFIN;1
erschießen;VVINF;1
Erschießt;VVFIN;1
Erschießungskommando;NN;1
erschöpft;VVPP;1
erschraken;VVFIN;1
erschrecken;VVFIN;1
Erschreckendes;NN;1
erschreckt;ADJD;1
erschreckt;VVFIN;1
erschreckt;VVPP;1
erschrocken;VVPP;1
ersetzbar;ADJD;1
erstarrt;VVFIN;1
erstaunt;VVPP;1
Ersten;ADJA;1
Erstes;ADJA;1
Erstes;NN;1
ertränken;VVFIN;1
ertrinkt;VVFIN;1
Ertrunkenen;NN;1
Ertrunkener;NN;1
erwachende;ADJA;1
erwachsen;ADJD;1
Erwachsene;NN;1
erwachsenen;ADJA;1
Erwachsenen;NN;1
erwacht;VVFIN;1
erwähne;VVFIN;1
erwähnt;VVPP;1
erwähnte;VVFIN;1
erwarte;VVFIN;1
erwarten;VVFIN;1
erwartet;VVFIN;1
Erwartete;NN;1
Erwartung;NN;1
erweitere;VVFIN;1
erweitert;VVPP;1
erwidere;VVFIN;1
erwischte;VVFIN;1
erwuchs;VVFIN;1
erzähl;VVFIN;1
erzählen;VVFIN;1
Erzähler;NN;1
erzaubert;VVPP;1
Erziehungsfrage;NN;1
erzittern;VVINF;1
erzürnst;VVFIN;1
Esel;NE;1
Eseln;NN;1
Eselsgeschrei;NN;1
Eselskopf;NN;1
Eselsohren;NN;1
Essener;ADJA;1
Essig-Kartoffel-Wickel;NE;1
etc.;ADV;1
ethnische;ADJA;1
Etikett;NN;1
Etwa;ADV;1
Euer;PPOSAT;1
eure;PIAT;1
Eure;PPOSAT;1
Euro;NN;1
europäische;ADJA;1
Europapokal;NN;1
Europapokals;NN;1
Eurydike;NE;1
ewige;ADJA;1
ewigen;ADJA;1
Ewigkeit;NN;1
exakt;ADJD;1
existieren;VVFIN;1
existieren;VVINF;1
existiert;VVFIN;1
existierte;VVFIN;1
existierten;VVFIN;1
explodierend;ADJD;1
explodierte;VVFIN;1
exquisit;ADJD;1
F-Dur;NE;1
fachpolitische;ADJA;1
Fachpolitische;ADJA;1
fachpolitischen;ADJA;1
Fadil;NE;1
Fadils;NE;1
fähig;ADJD;1
Fähigkeiten;NN;1
Fähigkeitenzauberers;NN;1
Fähnchen;NN;1
Fahnen;NN;1
Fahnenträger;NN;1
fahr;ADV;1
Fahrerfrau;NN;1
Fahrräder;NN;1
Fahrradschläuche;NN;1
falle;VVFIN;1
Fälle;NN;1
fällen;VVINF;1
falsche;ADJA;1
Falsche;NN;1
falte;VVFIN;1
Falte;NN;1
Faltenschluchten;NN;1
faltigen;ADJA;1
familiäre;ADJA;1
familiären;ADJA;1
Familienangehörige;NN;1
Familienporträts;NN;1
fände;VVFIN;1
fandest;VVFIN;1
fängt;VVFIN;1
Fangzähnen;NN;1
Fanta;NE;1
Fanta;NN;1
fantasierte;VVFIN;1
färben;VVINF;1
Farbfetzen;NN;1
farbige;ADJA;1
farbiges;ADJA;1
Farbkasten;NN;1
Farbnamen;NN;1
Farbsplittern;NN;1
Farn;NN;1
Farne;NN;1
Faruk;NE;1
faselst;VVFIN;1
faserige;ADJA;1
Fassaden;NN;1
fassen;VVINF;1
fassend;ADJD;1
Fässer;NN;1
Fassung;NN;1
fatima;NE;1
fauchen;VVINF;1
fauchte;VVFIN;1
faustgroßen;ADJA;1
Favorit;NN;1
Fazlagićs;NN;1
FC;NN;1
Feder;NN;1
federleicht;ADJD;1
Federpendel;NN;1
fegen;VVINF;1
fegte;VVFIN;1
fehlerloses;ADJA;1
Feier;NN;1
Feierlaune;NN;1
feierlichen;ADJA;1
feiern;VVFIN;1
Feiertag;NN;1
Feiertage;NN;1
Feiertagen;NN;1
Feiertagsfeiern;NN;1
feierten;VVFIN;1
Feile;NN;1
Feilen;NN;1
Feindes;NN;1
feinen;ADJA;1
feiner;ADJA;1
feines;ADJA;1
feister;ADJA;1
feldein;VVFIN;1
Felder;NN;1
Feldflasche;NN;1
Feldrand;NN;1
Felge;NN;1
felsenharte;ADJA;1
Felsenkopf;NN;1
Felsmassiv;NN;1
Fenstern;NN;1
Fensteröffnungen;NN;1
Fensterrahmen;NN;1
Fensterscheiben;NN;1
Fensterseite;NN;1
Ferkel;NN;1
fern;PTKVZ;1
Fernbedienung;NN;1
ferne;ADJA;1
fernen;ADJA;1
ferner;ADV;1
ferngesehen;VVPP;1
Fernsehbildschirm;NN;1
fernsehe;VVFIN;1
Fernsehern;NN;1
Fernsehmoderatorin;NN;1
Fernsehpolitik;NN;1
Fernsehprogramm;NN;1
Fernsehsendungen;NN;1
fernsieht;VVFIN;1
Ferrari;NE;1
Ferrari;NN;1
Fertige;NN;1
Fessel;NN;1
Fesseln;NE;1
fesselten;VVFIN;1
Fest;ADJD;1
Feste;ADJA;1
festen;ADJA;1
Festes;NN;1
festgebissen;VVPP;1
festgehalten;VVPP;1
Festreden;NN;1
feststellte;VVFIN;1
Festtafel;NN;1
Fett;NN;1
Fettaugen;NN;1
fette;ADJA;1
Fette;NN;1
fetter;ADJA;1
fetteste;ADJA;1
fettig;ADJD;1
fettige;ADJA;1
Fettsack;NN;1
feuchte;ADJA;1
feuchten;ADJA;1
feuer;ADJD;1
Feuerwache;NN;1
Feuerwehrlehrer;NN;1
Feuerwehrmann;NN;1
Feuerwehrwägen;NN;1
Feuerwerk;NN;1
Feuerzeug;NN;1
Fiats;NN;1
fieberten;VVFIN;1
Figur;NN;1
Filme;NN;1
Filzstiftstreifen;NN;1
Finalspiels;NN;1
Findest;VVFIN;1
fing;VVFIN;1
Fingercolt;NE;1
fingerdick;VVFIN;1
Fingerkuppen;NN;1
Fingernagel;NN;1
Fingerpistolen;NN;1
Fingerschattentiere;NN;1
Fingerspitzen;NN;1
Finnland;NE;1
finsteren;ADJA;1
Firma;NN;1
Fisch-Hodschas;NE;1
Fisch-Popen;NN;1
Fischbäuche;NN;1
Fisches;NN;1
Fischfutter;NN;1
Fischgeruch;NN;1
fischgräte;ADJA;1
Fischgräten;NN;1
Fischkopf;NN;1
Fischlippen;NN;1
Fischschuppen;NN;1
fixierte;VVFIN;1
Fizos;NE;1
Fläche;NN;1
Flachmann;NN;1
flackernde;ADJA;1
flackert;VVFIN;1
Flamenco;NN;1
Flamme;NN;1
flammte;VVFIN;1
flanierte;VVFIN;1
flanken;VVINF;1
flankte;VVFIN;1
Flaschenhals;NN;1
flattern;VVFIN;1
flechtet;VVFIN;1
fleckig;VVPP;1
fleckigen;ADJA;1
flehten;VVFIN;1
Fleischgabel;NN;1
Fleiß;NN;1
fletschen;VVINF;1
fletschte;VVFIN;1
fliegendes;ADJA;1
fliehe;VVFIN;1
Fliesen;NN;1
Fliesenleger;NN;1
Fliesenlegerhandgelenk;NN;1
flimmernden;ADJA;1
Flintenschütze;NN;1
Flintenschützen;NN;1
Flip;NE;1
Flip-Flops;NN;1
flippten;VVFIN;1
flocht;VVFIN;1
Flocken;NN;1
flogen;VVFIN;1
floh;VVFIN;1
Fluch;NN;1
Flüche;NN;1
Flüchen;NN;1
flucht;VVFIN;1
Flüchtling;NN;1
Flüchtlingsstatistiken;NN;1
Flugbahn;NN;1
Fluges;NN;1
Flughäfen;NN;1
Flugschneise;NN;1
Flugzetteln;NN;1
Flugzeug;NN;1
Flugzeuge;NN;1
Flure;NN;1
Flurende;NN;1
Flurseite;NN;1
fluss;ADJA;1
flussaufwärts;ADV;1
Flüssen;NN;1
Flussgottes;NN;1
flüssig;ADJD;1
Flussmagen;NN;1
Flussufer;NN;1
Flusswasser;NN;1
flüstern;VVFIN;1
Flüstern;NN;1
flüsternd;ADJD;1
Flüsterte;VVFIN;1
focht;VVFIN;1
Folgende;ADJA;1
Foltermethoden;NN;1
Footballspiel;NN;1
Foren;NN;1
Form;NN;1
formal;ADJD;1
Formationsflieger;NN;1
Formelheft;NN;1
Formeln;NN;1
formieren;VVFIN;1
formieren;VVINF;1
Förster;NE;1
fortschicken;VVINF;1
fortschritt;NN;1
Fortschritt;NN;1
fortschrittlich;ADJD;1
forttragen;VVINF;1
fortuna;NE;1
fortunato;NE;1
fortzujagen;VVIZU;1
Fotogesicht;NN;1
Fotografiert;VVPP;1
Fotzen;NN;1
Frack;NN;1
fragenden;ADJA;1
Frager;NN;1
Fragezeichen;NN;1
fragst;VVFIN;1
Fragt;VVFIN;1
Frankreich;NE;1
Französische;ADJA;1
Frauenberufen;NN;1
Frauengesichts;NN;1
Frauenkleidern;NN;1
Frauenkörper;NN;1
Frauennerfling;NN;1
Fräulein;NN;1
freie;ADJA;1
freigegeben;VVPP;1
freihändig;ADJD;1
freilaufen;VVINF;1
Freischärler;NN;1
Freitagmorgen;NN;1
Freitagnachmittag;NN;1
Freiwillige;ADJA;1
fremde;ADJA;1
Fremde;NN;1
fremden;ADJA;1
Fremder;NN;1
Fressen;NN;1
Freudenruf;NN;1
freuen;VVFIN;1
Freundinnen;NN;1
freundlichste;ADJA;1
Freundschaft;NN;1
Friedensabkommen;NN;1
Friedensbotschaften;NN;1
Friedhofszaun;NN;1
friedliebender;ADJA;1
Friedrich;NE;1
Friesen;NN;1
frischen;ADJA;1
Frisörladen;NE;1
Frisörladen;NN;1
Frisörstuhl;NN;1
Fristen;NN;1
frohen;ADJA;1
fröhlich;ADJD;1
frohlocken;VVFIN;1
Frolein;NN;1
Frontberichte;NN;1
Fröschigkeit;NN;1
frotzelten;VVFIN;1
Frucht;NN;1
Fruchtfleisch;NN;1
Früh;ADJD;1
Frühe;NN;1
Früher;ADJD;1
Früher;ADV;1
Früher;NN;1
früherer;ADJA;1
Frühlingsgrippe;NN;1
frühmorgens;ADV;1
Frühsommers;NN;1
frühstücken;VVINF;1
Frühstückstablett;NN;1
frühstückten;ADJA;1
frühstückten;VVFIN;1
frustriert;ADJD;1
Fu;NE;1
fuchtelnde;ADJA;1
fuchtelst;VVFIN;1
fuchtelte;VVFIN;1
fuckin’;NE;1
füge;VVFIN;1
fügt;VVFIN;1
fühlt;VVFIN;1
fühlten;VVFIN;1
führe;VVFIN;1
Führerscheinstelle;NN;1
Führung;NN;1
fülle;VVFIN;1
Fundament;NN;1
Fünf-zwei;TRUNC;1
Fünfer;NN;1
fünfhundert;ADJA;1
fünfhundert;CARD;1
fünfhundertzwanzig;ADJA;1
fünft;ADJD;1
fünfundachtzig;CARD;1
fünfundneunzig;CARD;1
fünfundsechzig;CARD;1
fünfundsiebzig;CARD;1
fünfundvierzigtausend;ADJD;1
fünfundzwanzig;ADJA;1
fünfundzwanzig;CARD;1
fünfundzwanzigsten;ADJD;1
Fünfundzwanzigtonners;NN;1
fünfzehnten;ADJA;1
Fünfzig;NN;1
funkelt;VVFIN;1
funkelte;VVFIN;1
funkten;VVFIN;1
furchtbar;ADJD;1
furchte;VVFIN;1
fürchterlich;ADJD;1
furchtlos;ADJD;1
Furnier;NN;1
fürs;APPRART;1
fußball;ADV;1
Fußball-Profi;NN;1
Fußbälle;NN;1
Fußballplatzes;NN;1
Fußballsaison;NN;1
Fußballstadion;NN;1
Fußballtalent;NN;1
Fußballtalenten;NN;1
Fußballtore;NN;1
Füßen;NE;1
Füßewaschen;NE;1
Fußnägeln;NN;1
füttere;VVFIN;1
Futterkugel;NN;1
füttern;VVFIN;1
fütterte;VVFIN;1
Gab;VVFIN;1
Gabe;NN;1
Gackern;NN;1
gackernde;ADJA;1
Gage;NN;1
gähnend;ADJD;1
gähnt;VVFIN;1
gähnte;VVFIN;1
Gallerte;NN;1
galoppiert;VVFIN;1
Gameboy;NN;1
Gandhi;NE;1
Gänge;NN;1
Gängen;NN;1
Gans;NN;1
Ganze;NN;1
Ganzen;NN;1
gänzlich;ADJD;1
Gar;ADV;1
Garage;NN;1
Gärten;NN;1
Gartens;NN;1
Gärtnerinnen;NN;1
Gasflamme;NN;1
Gastarbeiteronkel;NN;1
Gästen;NN;1
Gästezimmer;NN;1
Gavro;NN;1
geändert;VVPP;1
geantwortet;VVPP;1
gearbeitet;VVPP;1
Geäst;NN;1
geäußert;VVPP;1
geäußerten;ADJA;1
geb;VVFIN;1
gebacken;VVPP;1
Gebälk;NN;1
geballt;VVPP;1
geballte;ADJA;1
gebaut;VVPP;1
gebauten;ADJA;1
Gebell;NN;1
Gebete;NN;1
gebeten;VVPP;1
gebettet;VVPP;1
gebeugt;VVPP;1
gebildet;VVPP;1
gebliebene;ADJA;1
geblümte;ADJA;1
geblümten;ADJA;1
gebogen;VVPP;1
gebogene;ADJA;1
gebogenen;ADJA;1
gebohrt;VVPP;1
gebrachten;ADJA;1
gebrannt;VVPP;1
Gebratene;ADJA;1
gebratenen;ADJA;1
gebraucht;VVPP;1
gebrauchten;ADJA;1
gebrochenem;ADJA;1
gebt;VVFIN;1
gebucht;VVPP;1
gebückt;ADJD;1
gedachten;ADJA;1
gedämpft;VVPP;1
Gedankenverloren;NN;1
gedenken;VVFIN;1
Gedenkfeiern;NN;1
Gedichten;NN;1
Gedichtsammlung;NN;1
gedient;VVPP;1
gedonnert;VVPP;1
gedreht;VVPP;1
gedröhnt;VVPP;1
gedruckt;VVPP;1
gedrucktem;ADJA;1
gedrungenem;ADJA;1
gedrungener;ADJA;1
geduldigste;ADJA;1
geduschten;ADJA;1
gefährliche;ADJA;1
gefährlicher;ADJA;1
Gefährlicheres;NN;1
Gefährt;NN;1
Gefährten;NN;1
gefallen;VVINF;1
Gefallen;NN;1
gefallene;ADJA;1
gefällt;VVFIN;1
gefärbt;ADJD;1
gefärbt;VVPP;1
gefärbten;ADJA;1
gefasst;VVPP;1
Gefechte;NN;1
Gefechten;NN;1
gefehlt;VVPP;1
gefeierte;ADJA;1
Gefeierte;NN;1
gefesselten;ADJA;1
Gefesselten;NN;1
gefeuert;VVPP;1
gefiltert;VVPP;1
Geflatter;NN;1
gefletschten;ADJA;1
geflickte;ADJA;1
geflochtene;ADJA;1
geflüsterte;ADJA;1
gefordert;VVPP;1
geforderte;ADJA;1
gefoult;VVPP;1
Gefoulten;NN;1
gefreut;VVPP;1
gefrieren;VVINF;1
Gefriertruhe;NN;1
gefror;VVFIN;1
gefrorenen;ADJA;1
Gefuchtel;NN;1
gefühl;NN;1
gefüllte;ADJA;1
gefurchter;ADJA;1
gefürchtet;VVPP;1
gefürchteten;ADJA;1
gefüttert;VVPP;1
gegebenen;ADJA;1
Gegenständlichkeit;NN;1
Gegenteiligste;NN;1
Gegenwehr;NN;1
Gegenzug;NN;1
geglaubt;VVPP;1
geglüht;VVPP;1
gegnerische;ADJA;1
gegossen;VVPP;1
geh;PRF;1
gehäkelte;ADJA;1
gehakenkreuzte;ADJA;1
gehalten;VVFIN;1
gehauen;VVPP;1
Gehege;NN;1
geheilt;VVPP;1
Geheimgewürzen;NN;1
GEHEIMNISSE;NN;1
Geheimnissen;NN;1
Geheimnisses;NN;1
geheimnisvolle;ADJA;1
Geheimsache;NE;1
Geheimsache;NN;1
Geheimzeichen;NN;1
gehemingwayt;ADJD;1
gehenkt;VVPP;1
gehetzt;ADJD;1
Gehetzter;ADJA;1
Geheul;NN;1
Gehirnwäsche;NN;1
gehöre;VVFIN;1
Gehst;VVFIN;1
Gehstock;NN;1
Geht’s;NE;1
gehts;ADV;1
gehungert;VVPP;1
Gehweg;NN;1
geirrt;VVPP;1
Geizsack;NN;1
gejagt;VVPP;1
gekämmt;VVPP;1
gekämmten;ADJA;1
gekannt;VVPP;1
gekappt;VVPP;1
gekehrt;VVPP;1
gekellert;VVPP;1
gekerbten;ADJA;1
gekitzelt;VVPP;1
Gekläff;NN;1
geklagt;VVPP;1
geklauter;ADJA;1
geklebt;VVPP;1
gekleidete;ADJA;1
geklettert;VVPP;1
geklopft;VVPP;1
geklungen;VVPP;1
Geknatter;NN;1
geknäuelten;ADJA;1
geknebelt;VVPP;1
gekniffen;VVPP;1
gekochtem;ADJA;1
gekonnt;ADJD;1
gekrallt;VVPP;1
gekratzt;VVPP;1
gekreuzt;VVPP;1
gekrümmt;VVPP;1
geladene;ADJA;1
Geländers;NN;1
Geländewagen;NN;1
gelangt;VVFIN;1
gelangt;VVPP;1
gelangte;ADJA;1
gelangweilt;ADJD;1
gelaufenen;ADJA;1
gelauscht;VVPP;1
Gelbe;ADJA;1
Gelbe;NN;1
gelbem;ADJA;1
gelber;ADJA;1
gelbgesperrt;VVPP;1
gelbgrün;VVINF;1
GELD;NN;1
Geldpriorität;NN;1
Geldschein;NN;1
Geldscheine;NN;1
Geldstrafe;NN;1
Geldsumme;NN;1
geleckt;VVPP;1
Gelee;NN;1
geleert;VVPP;1
geleerte;ADJA;1
Gelegenheit;NN;1
gelehrt;VVPP;1
gelehrten;ADJA;1
Gelehrten;NN;1
Gelehrter;NE;1
geleitet;VVPP;1
gelernten;ADJA;1
geliebte;ADJA;1
geliehen;VVPP;1
Gelingen;VVINF;1
gellen;ADJD;1
gellte;VVFIN;1
gelogen;VVPP;1
gelogenes;ADJA;1
gelöst;VVPP;1
gelte;VVFIN;1
gelten;VVFIN;1
gelungen;ADJD;1
gelungenes;ADJA;1
gemächlich;ADJD;1
gemächlichen;ADJA;1
gemahlen;VVPP;1
gemähtem;ADJA;1
gemähtes;ADJA;1
Gemalt;VVPP;1
gemalte;ADJA;1
gemarterte;ADJA;1
gemeinte;ADJA;1
gemeinten;ADJA;1
gemerkt;VVPP;1
Gemetzel;NE;1
gemimt;VVPP;1
Gemisch;NN;1
gemunkelt;VVPP;1
gemurmelt;VVPP;1
Gemüseladen;NN;1
gemustert;VVPP;1
gemütlichen;ADJA;1
genau;ADV;1
genauen;ADJA;1
Genaueres;NN;1
Generäle;NN;1
Generation;NN;1
Genesung;NN;1
Genesungszeit;NN;1
Genick;NN;1
Genicke;NN;1
genieße;VVFIN;1
genörgelt;VVPP;1
genozid;VVFIN;1
Genozid;NN;1
genug;PIS;1
genügend;PIAT;1
geöffneten;ADJA;1
geografischen;ADJA;1
geohrfeigt;VVPP;1
geopfert;VVPP;1
geordnet;VVPP;1
geparkt;VVPP;1
gepasst;VVPP;1
gepeitscht;VVPP;1
gepisst;VVPP;1
Geplapper;NN;1
geplündert;VVPP;1
geprahlt;VVPP;1
gepresstem;ADJA;1
gepult;VVPP;1
Gepunkteten;NN;1
geputzt;VVPP;1
gequengelt;VVPP;1
Gerade;NN;1
geradewegs;ADV;1
geradlinigen;ADJA;1
gerahmt;VVPP;1
gerahmter;ADJA;1
gerammtes;ADJA;1
geraten;VVPP;1
Geräuchert;VVPP;1
geraucht;VVPP;1
Geräuschlosigkeit;NN;1
geräuspert;VVPP;1
geregelt;VVPP;1
gereizt;ADJD;1
Gereiztsein;NN;1
Gericht;NN;1
Geringsten;NN;1
Gern;ADV;1
Gerne;ADV;1
geröhrt;VVPP;1
geröteten;ADJA;1
Gerüchen;NN;1
Geruchsorte;NN;1
Gerücht;NN;1
Gerüchten;NN;1
gerungen;VVPP;1
Gerüst;NN;1
gerutscht;VVPP;1
Gesagte;NN;1
gesalzenem;ADJA;1
gesamte;ADJA;1
gesäumt;VVPP;1
geschafft;VVPP;1
geschah;VVFIN;1
geschält;VVPP;1
geschätzte;ADJA;1
geschäumt;VVPP;1
geschehen;VVPP;1
gescheitelten;ADJA;1
Geschenk;NN;1
Geschichtslehrer;NN;1
geschickten;ADJA;1
geschieht;VVFIN;1
geschifft;VVPP;1
Geschlechtskrankheit;NN;1
Geschmäcker;NN;1
geschmeckt;VVPP;1
geschmiegt;VVPP;1
geschmiert;VVPP;1
geschmissen;VVPP;1
geschmolzen;VVPP;1
geschneit;VVPP;1
geschorener;ADJA;1
Geschrei;NN;1
geschritten;VVPP;1
geschubst;VVPP;1
geschultertem;ADJA;1
geschürzten;ADJA;1
geschwärzten;ADJA;1
geschwiegen;VVPP;1
geschwommen;VVPP;1
geschworen;VVPP;1
geschwungenen;ADJA;1
gesehener;ADJA;1
geselliger;ADJD;1
Gesellschaft;NN;1
gesellschaftlich-politischen;ADJA;1
gesellte;VVFIN;1
gesenktem;ADJA;1
Gesetze;NN;1
Gesetzgebung;NN;1
Gesichtsausdruck;NN;1
Gesichtsfarbe;NN;1
Gesichtszüge;NN;1
gespannt;VVPP;1
gespenstische;ADJA;1
Gespielt;VVPP;1
gespitzt;VVPP;1
gespitzten;ADJA;1
Gesprächsfetzen;NN;1
gespreizt;VVPP;1
gesprengte;ADJA;1
Gestalt;NN;1
gestand;VVFIN;1
gestanden;VVPP;1
Gestelle;NN;1
gestellte;ADJA;1
gestiegen;VVPP;1
gestikuliert;VVFIN;1
gestillt;VVPP;1
gestohlen;VVPP;1
gestoppt;VVPP;1
gestrandeten;ADJA;1
gestrecktem;ADJA;1
gestreichelt;VVPP;1
gestreiften;ADJA;1
Gestrüpp;NN;1
Gesumm;NN;1
gesunde;VVFIN;1
gesunder;ADJA;1
gesünder;ADJD;1
gesünderes;ADJA;1
gesündeste;ADJA;1
Gesundheit;NN;1
get;FM;1
getanzt;VVPP;1
getätschelt;VVPP;1
getauft;VVPP;1
getippt;VVPP;1
getorkelt;VVPP;1
Getränk;NN;1
getrippelt;VVPP;1
getrockneten;ADJA;1
getunkt;VVPP;1
geübt;VVPP;1
gewachsener;ADJA;1
gewählt;VVPP;1
gewährt;VVPP;1
gewaltig;ADJD;1
gewaltigen;ADJA;1
Gewaltschüsse;NN;1
gewalttätiger;ADJA;1
Gewand;NN;1
gewartet;VVPP;1
gewechselt;VVPP;1
geweckt;VVPP;1
Gewehrcowboys;NN;1
Gewehrfeuer;NN;1
Gewehrlauf;NN;1
Gewehrsalven;NN;1
gewehrt;VVPP;1
gewertet;VVPP;1
gewettet;VVPP;1
gewetzte;ADJA;1
gewinnen;VVFIN;1
Gewinner;NN;1
Gewinns;NN;1
Gewinnspiel;NN;1
gewinnst;VVFIN;1
Gewinnt;VVFIN;1
gewippt;VVPP;1
gewiss;ADJA;1
gewiss;ADJD;1
Gewissheit;NN;1
gewitzt;ADJD;1
gewonnener;ADJA;1
geworben;VVPP;1
gewühlt;VVPP;1
gewundert;VVPP;1
gewünscht;VVPP;1
Gewürze;NN;1
gezankt;VVPP;1
gezaubert;VVPP;1
Gezerre;NN;1
gezimmert;VVPP;1
gezittert;VVPP;1
gezuckt;VVPP;1
gezügelt;VVPP;1
gezwirbeltem;ADJA;1
gezwirbelten;ADJA;1
Ghostbusters;NE;1
Gib;VVIMP;1
gibts;VVFIN;1
gierte;VVFIN;1
Gießkanne;NN;1
Gießkästen;NN;1
ginge;VVFIN;1
Ginge;VVFIN;1
gings;VVFIN;1
Gipfel;NN;1
Gipfeln;NN;1
Gips;NN;1
Gipsmännchen;NN;1
Gipsplastiken;NN;1
gischt;VVFIN;1
glänzen;VVINF;1
glänzende;ADJA;1
glänzenden;ADJA;1
glanzpolierte;ADJA;1
Gläschen;NN;1
Gläsern;NN;1
gläserner;ADJA;1
Glasfront;NN;1
Glaskügelchen;NN;1
Glassplittern;NN;1
Glastisch;NN;1
Glasvitrine;NN;1
glattes;ADJA;1
glaub;VVFIN;1
glauben;VVFIN;1
Glauben;NN;1
gläubig;ADJD;1
gläubigen;ADJA;1
glaubte;VVFIN;1
glavi;FM;1
gleich;PTKVZ;1
gleichermaßen;ADV;1
gleichmäßig;ADJD;1
gleichmütiger;ADJA;1
Gleichschritt;NN;1
Gleichvorbei;NN;1
Gleichzeitig;ADJD;1
gleißendem;ADJA;1
gleiten;VVFIN;1
gleitet;VVFIN;1
Glenn;NE;1
glitzernd;ADJD;1
Glitzersilber;NN;1
glorreichen;ADJA;1
glotzen;VVINF;1
glücklicher;ADJD;1
glücklicherweise;ADV;1
Glücks;NN;1
Gnade;NN;1
gnadenlos;ADJD;1
Gogh;NE;1
goldenem;ADJA;1
goldenes;ADJA;1
Goldzahn;NE;1
gönne;VVFIN;1
Gonzales;NE;1
Gorkis;NE;1
gotovina;NE;1
Gottes;NE;1
göttlichen;ADJA;1
Gottseidank-dass-wirnoch-Strom-haben;NN;1
grab;NN;1
Grabenrand;NE;1
Grabenrand;NN;1
Gräber;NN;1
Grabsteinen;NN;1
grad;ADV;1
Graf;NE;1
Grammofone;NN;1
grana;FM;1
Granatenzeit;NN;1
grandiose;ADJA;1
grandiosen;ADJA;1
Grasbüschel;NN;1
Grässliches;NN;1
Gräten;NN;1
gratulieren;VVINF;1
gratulierte;VVFIN;1
gratulierten;VVFIN;1
Gräuel;NN;1
grauer;ADJD;1
graugraugrau;NE;1
Graugrün;NN;1
grausamsten;ADJA;1
Graz;NE;1
Grazer;ADJA;1
grazie;ADV;1
Grazie;NN;1
greife;VVFIN;1
Greifen;VVFIN;1
Greift;VVFIN;1
grellen;ADJA;1
grenzenlos;ADJD;1
Grenzposten;NN;1
Gretel;NE;1
Griebe;NE;1
Grillfleisch;NN;1
grimmigen;ADJA;1
Grind;NE;1
grinsenden;ADJA;1
grob;ADJD;1
grölen;VVFIN;1
grölender;ADJA;1
Grollen;NN;1
Groß;ADJD;1
Großbuchstaben;NN;1
Große;ADJA;1
Große;NE;1
Größe;NN;1
Großeltern;NN;1
Großem;NN;1
Großen;NN;1
Größenmarkierungen;NN;1
größere;ADJA;1
größeres;ADJA;1
Großfamilie;NN;1
Großherzigen;NN;1
Großmäuler;NN;1
großohrig;ADJD;1
großserbisches;ADJA;1
Großstaat;NN;1
größter;ADJA;1
Großvätern;NN;1
grub;VVFIN;1
grübelte;VVFIN;1
gruben;VVFIN;1
grummelte;VVFIN;1
grund;VVFIN;1
grundgute;ADJA;1
Gründling;NN;1
grundsätzlich;ADJD;1
grünem;ADJA;1
Grünen;NN;1
grünes;ADJA;1
grünlichen;ADJA;1
Grünschnabel;NN;1
Grunzen;NN;1
grunzt;VVFIN;1
Grüppchen;NN;1
Grüß;VVIMP;1
grüßend;ADJD;1
grüßt;VVFIN;1
Guhkoh;NE;1
Gummi;NN;1
Gummistiefeln;NN;1
gurgelte;VVFIN;1
Gurke;NN;1
Gurkensalat;NE;1
guste;NE;1
gut-gut-gut;ADJD;1
Gute;NN;1
Guten;NN;1
gutgut;ADJD;1
